# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_772	chebi:16982;chebi:57540	1.8299;3.5306
r_0073_1_rvs	MNXM9;MNXM737089	phosphate;myo-inositol hexakisphosphate	phosphate;1D-myo-inositol hexakisphosphate	OP([O-])([O-])=O;[O-]P([O-])(=O)O[C@H]1[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@@H]1OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2607	chebi:43474;chebi:58130	1.9040;2.7560
r_0073_2_fwd	MNXM37435	4-diphospho-1D-myo-inositol pentakisphosphate	4-diphospho-1D-myo-inositol pentakisphosphate	OP(O)(=O)O[C@@H]1[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(=O)OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]1OP(O)(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_179	chebi:53064	59.6103
r_0073_2_rvs	MNXM9;MNXM737089	phosphate;myo-inositol hexakisphosphate	phosphate;1D-myo-inositol hexakisphosphate	OP([O-])([O-])=O;[O-]P([O-])(=O)O[C@H]1[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@@H]1OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_179	chebi:43474;chebi:58130	24.1646;20.3671
r_0074	MNXM37435;MNXM3	4-diphospho-1D-myo-inositol pentakisphosphate;ATP	4-diphospho-1D-myo-inositol pentakisphosphate;ATP	OP(O)(=O)O[C@@H]1[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(=O)OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]1OP(O)(O)=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_209	chebi:53064;chebi:30616	87.6051;33.7716
r_0075	MNXM9;MNXM150	phosphate;5'-S-methyl-5'-thioadenosine	phosphate;S-methyl-5'-thioadenosine	OP([O-])([O-])=O;CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_4312	chebi:43474;chebi:17509	103.8873;82.5268
r_0076_1	MNXM31	CMP	CMP	Nc1ccn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1	yHMPu5000035032_Candida_gatunensis@Seq_1810	chebi:60377	196.4117
r_0076_2	MNXM31	CMP	CMP	Nc1ccn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1	yHMPu5000035032_Candida_gatunensis@Seq_1203	chebi:60377	67.8128
r_0078_1	MNXM80	UMP	UMP	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])([O-])=O)n1ccc(=O)[nH]c1=O	yHMPu5000035032_Candida_gatunensis@Seq_1810	chebi:57865	99.0255
r_0078_2	MNXM80	UMP	UMP	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])([O-])=O)n1ccc(=O)[nH]c1=O	yHMPu5000035032_Candida_gatunensis@Seq_1203	chebi:57865	42.8493
r_0079	MNXM37;MNXM3;MNXM736357	L-glutamine;ATP;5'-phosphoribosyl-N-formylglycineamide	L-glutamine;ATP;5'-Phosphoribosyl-N-formylglycinamide	NC(=O)CC[C@H]([NH3+])C([O-])=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;O[C@H]1[C@@H](O)[C@H](NC(=O)CNC=O)O[C@@H]1COP(O)(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_2085	chebi:58359;chebi:30616;keggC:C04376	13.1303;7.7966;13.2697
r_0080_1	MNXM738702;MNXM90098	NADPH;5,10-methylenetetrahydrofolate	NADPH;5,10-methylenetetrahydrofolate	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;Nc1nc2NCC3CN(CN3c2c(=O)[nH]1)c1ccc(cc1)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1751	chebi:57783;chebi:12071	10.2663;9.8386
r_0080_2	MNXM738702;MNXM90098	NADPH;5,10-methylenetetrahydrofolate	NADPH;5,10-methylenetetrahydrofolate	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;Nc1nc2NCC3CN(CN3c2c(=O)[nH]1)c1ccc(cc1)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1176	chebi:57783;chebi:12071	9.5437;8.2129
r_0081	MNXM29;MNXM741428	L-glycine;succinyl-CoA	glycine;succinyl-CoA	[NH3+]CC([O-])=O;CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3994	chebi:57305;chebi:57292	0.8985;0.7937
r_0082	MNXM1715	5-diphospho-1D-myo-inositol pentakisphosphate	5-diphospho-1D-myo-inositol 1,2,3,4,6-pentakisphosphate	[O-]P([O-])(=O)O[C@@H]1[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@@H]1OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_179	chebi:58628	18.0368
r_0083	MNXM737089;MNXM3	myo-inositol hexakisphosphate;ATP	1D-myo-inositol hexakisphosphate;ATP	[O-]P([O-])(=O)O[C@H]1[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@@H]1OP([O-])([O-])=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_209	chebi:58130;chebi:30616	43.6145;33.7716
r_0084	MNXM3;MNXM728275	ATP;5-formyltetrahydrofolic acid	ATP;5-formyltetrahydrofolate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1nc2NC[C@H](CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N(C=O)c2c(=O)[nH]1	yHMPu5000035032_Candida_gatunensis@Seq_3535	chebi:30616;chebi:57457	1.1665;1.7158
r_0085	MNXM733156;MNXM123	5-methyltetrahydropteroyltri-L-glutamic acid;L-homocysteine	5-methyltetrahydropteroyltri-L-glutamate;L-homocysteine	CN1[C@@H](CNc2ccc(cc2)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC([O-])=O)C([O-])=O)C([O-])=O)C([O-])=O)CNc2nc(N)[nH]c(=O)c12;[NH3+][C@@H](CCS)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2478	chebi:58207;chebi:58199	4.3371;3.9893
r_0087_fwd	MNXM407	S-methyl-5-thio-alpha-D-ribose 1-phosphate	S-methyl-5-thio-alpha-D-ribose 1-phosphate	CSC[C@H]1O[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_3881	chebi:58533	4.6404
r_0087_rvs	MNXM737603	S-methyl-5-thio-D-ribulose 1-phosphate	5-methylsulfanyl-D-ribulose 1-phosphate	CSC[C@@H](O)[C@@H](O)C(=O)COP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3881	chebi:58548	4.7549
r_0088_fwd	MNXM9;MNXM1715	phosphate;5-diphospho-1D-myo-inositol pentakisphosphate	phosphate;5-diphospho-1D-myo-inositol 1,2,3,4,6-pentakisphosphate	OP([O-])([O-])=O;[O-]P([O-])(=O)O[C@@H]1[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@@H]1OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2607	chebi:43474;chebi:58628	1.9040;2.1836
r_0088_rvs	MNXM737021	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate	OP(O)(=O)O[C@H]1[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(=O)OP(O)(O)=O)[C@H](OP(O)(=O)OP(O)(O)=O)[C@H]1OP(O)(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_2607	chebi:53066	5.3600
r_0089_fwd	MNXM9;MNXM1715	phosphate;5-diphospho-1D-myo-inositol pentakisphosphate	phosphate;5-diphospho-1D-myo-inositol 1,2,3,4,6-pentakisphosphate	OP([O-])([O-])=O;[O-]P([O-])(=O)O[C@@H]1[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@@H]1OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2607	chebi:43474;chebi:58628	1.9040;2.1836
r_0089_rvs	MNXM737088	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate	OP(O)(=O)O[C@H]1[C@@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(=O)OP(O)(O)=O)[C@@H](OP(O)(=O)OP(O)(O)=O)[C@@H]1OP(O)(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_2607	chebi:52965	5.3600
r_0090_1	MNXM3;MNXM89629	ATP;D-fructose 6-phosphate	ATP;keto-D-fructose 6-phosphate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_27	chebi:30616;chebi:57579	1.1212;0.9924
r_0090_2	MNXM3;MNXM89629	ATP;D-fructose 6-phosphate	ATP;keto-D-fructose 6-phosphate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5088	chebi:30616;chebi:57579	1.4720;1.1216
r_0092_1_fwd	MNXM38670	6-diphospho-1D-myo-inositol pentakisphosphate	6-diphospho-1D-myo-inositol pentakisphosphate	OP(O)(=O)O[C@@H]1[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(=O)OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_2607	chebi:53065	8.8419
r_0092_1_rvs	MNXM9;MNXM737089	phosphate;myo-inositol hexakisphosphate	phosphate;1D-myo-inositol hexakisphosphate	OP([O-])([O-])=O;[O-]P([O-])(=O)O[C@H]1[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@@H]1OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2607	chebi:43474;chebi:58130	1.9040;2.7560
r_0092_2_fwd	MNXM38670	6-diphospho-1D-myo-inositol pentakisphosphate	6-diphospho-1D-myo-inositol pentakisphosphate	OP(O)(=O)O[C@@H]1[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(=O)OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_179	chebi:53065	59.6103
r_0092_2_rvs	MNXM9;MNXM737089	phosphate;myo-inositol hexakisphosphate	phosphate;1D-myo-inositol hexakisphosphate	OP([O-])([O-])=O;[O-]P([O-])(=O)O[C@H]1[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@@H]1OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_179	chebi:43474;chebi:58130	24.1646;20.3671
r_0093	MNXM3;MNXM38670	ATP;6-diphospho-1D-myo-inositol pentakisphosphate	ATP;6-diphospho-1D-myo-inositol pentakisphosphate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;OP(O)(=O)O[C@@H]1[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(=O)OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_209	chebi:30616;chebi:53065	33.7716;87.6051
r_0095_1	MNXM75	acetaldehyde	acetaldehyde	CC=O	yHMPu5000035032_Candida_gatunensis@Seq_1933	chebi:15343	2.7059
r_0095_2	MNXM75	acetaldehyde	acetaldehyde	CC=O	yHMPu5000035032_Candida_gatunensis@Seq_1944	chebi:15343	4.3974
r_0096	MNXM726861;MNXM738702	2-acetyllactic acid;NADPH	(2S)-2-acetolactate;NADPH	CC(=O)[C@](C)(O)C([O-])=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_5084	chebi:58476;chebi:57783	1.4151;2.2128
r_0097_1	MNXM23	pyruvate	pyruvate	CC(=O)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1129;yHMPu5000035032_Candida_gatunensis@Seq_2701	chebi:15361	0.0954,2.6209
r_0097_2	MNXM23	pyruvate	pyruvate	CC(=O)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2701	chebi:15361	2.6209
r_0099_fwd	MNXM732448;MNXM740693	acetyl-CoA;ACP1	acetyl-CoA;holo-[acyl-carrier protein] (OLD)	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;[*]S	yHMPu5000035032_Candida_gatunensis@Seq_4891	chebi:57288;chebi:18359	0.2331;#
r_0099_rvs	MNXM727276;MNXM727672	coenzyme A;acetyl-ACP	CoA;Acetyl-[pcp]	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;CC(=O)S[*]	yHMPu5000035032_Candida_gatunensis@Seq_4891	chebi:57287;chebi:2410	0.0821;#
r_0100	MNXM737497;MNXM727276	3-oxooctadecanoyl-CoA;coenzyme A	3-oxooctadecanoyl-CoA;CoA	CCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS	yHMPu5000035032_Candida_gatunensis@Seq_1224	chebi:71407;chebi:57287	0.9399;0.3407
r_0101	MNXM727276;MNXM734930	coenzyme A;3-oxohexacosanoyl-CoA	CoA;3-oxohexacosanoyl-CoA	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;CCCCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_1224	chebi:57287;chebi:73980	0.3407;0.7014
r_0102	MNXM727276;MNXM739927	coenzyme A;3-oxopalmitoyl-CoA	CoA;3-oxohexadecanoyl-CoA	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_1224	chebi:57287;chebi:57349	0.3407;0.9705
r_0103_fwd	MNXM732448	acetyl-CoA	acetyl-CoA	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_3925	chebi:57288	2.7363
r_0103_rvs	MNXM727276;MNXM725926	coenzyme A;acetoacetyl-CoA	CoA;acetoacetyl-CoA	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_3925	chebi:57287;chebi:57286	1.4251;1.7125
r_0104_fwd	MNXM732448	acetyl-CoA	acetyl-CoA	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_3925	chebi:57288	2.7363
r_0104_rvs	MNXM727276;MNXM725926	coenzyme A;acetoacetyl-CoA	CoA;acetoacetyl-CoA	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_3925	chebi:57287;chebi:57286	1.4251;1.7125
r_0105	MNXM707;MNXM727276	3-oxotetradecanoyl-CoA;coenzyme A	3-oxotetradecanoyl-CoA;CoA	CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS	yHMPu5000035032_Candida_gatunensis@Seq_1224	chebi:62543;chebi:57287	1.0274;0.3407
r_0106	MNXM727276;MNXM739384	coenzyme A;3-oxodecanoyl-CoA	CoA;3-oxodecanoyl-CoA	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_1224	chebi:57287;chebi:62548	0.3407;1.1734
r_0107	MNXM727276;MNXM739546	coenzyme A;3-oxolauroyl-CoA	CoA;3-oxododecanoyl-CoA	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_1224	chebi:57287;chebi:62615	0.3407;1.0941
r_0108	MNXM3;MNXM732448;MNXM60	ATP;acetyl-CoA;bicarbonate	ATP;acetyl-CoA;hydrogencarbonate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;OC([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2498	chebi:30616;chebi:57288;chebi:17544	10.3073;10.6923;5.9606
r_0109	MNXM732448;MNXM3;MNXM60	acetyl-CoA;ATP;bicarbonate	acetyl-CoA;ATP;hydrogencarbonate	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;OC([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2498;yHMPu5000035032_Candida_gatunensis@Seq_3751	chebi:57288;chebi:30616;chebi:17544	10.6923,9.4499;10.3073,9.3692;5.9606,6.0438
r_0111	MNXM732448	acetyl-CoA	acetyl-CoA	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000035032_Candida_gatunensis@Seq_4166	chebi:57288	13.4633
r_0112_1	MNXM727276;MNXM3;MNXM26	coenzyme A;ATP;acetate	CoA;ATP;acetate	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CC([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1926	chebi:57287;chebi:30616;chebi:30089	8.8073;6.7552;8.8343
r_0112_2	MNXM727276;MNXM3;MNXM26	coenzyme A;ATP;acetate	CoA;ATP;acetate	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CC([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_379	chebi:57287;chebi:30616;chebi:30089	0.2470;0.7535;1.2496
r_0113_1	MNXM3;MNXM727276;MNXM26	ATP;coenzyme A;acetate	ATP;CoA;acetate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;CC([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1926	chebi:30616;chebi:57287;chebi:30089	6.7552;8.8073;8.8343
r_0113_2	MNXM3;MNXM727276;MNXM26	ATP;coenzyme A;acetate	ATP;CoA;acetate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;CC([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_379	chebi:30616;chebi:57287;chebi:30089	0.7535;0.2470;1.2496
r_0114_1	MNXM26;MNXM3;MNXM727276	acetate;ATP;coenzyme A	acetate;ATP;CoA	CC([O-])=O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS	yHMPu5000035032_Candida_gatunensis@Seq_1926	chebi:30089;chebi:30616;chebi:57287	8.8343;6.7552;8.8073
