rxn_src	dir	enz	protein_stoich	status	comments
CERH124A_r	FWD	YDR297W	YDR297W:1	protStoichAsgnAuto	
CERH124B_r	FWD	YMR272C	YMR272C:1	protStoichAsgnAuto	
CERH126A_r	FWD	YDR297W	YDR297W:1	protStoichAsgnAuto	
CERH126B_r	FWD	YMR272C	YMR272C:1	protStoichAsgnAuto	
CERH2A24_r	FWD	YMR272C	YMR272C:1	protStoichAsgnAuto	
CERH2A26_r	FWD	YMR272C	YMR272C:1	protStoichAsgnAuto	
CERH324_r	FWD	YMR272C	YMR272C:1	protStoichAsgnAuto	
CERH326_r	FWD	YMR272C	YMR272C:1	protStoichAsgnAuto	
CHTNDA_c	FWD	YLR308W	YLR308W:1	protStoichAsgnAuto	
CHTNDA_c	FWD	YLR307W	YLR307W:1	protStoichAsgnAuto	
CHTNS_c	FWD	YBR023C	YBR023C:2	protStoichAsgnManual	"Homodimer (PubMed:28346351). May form higher order oligomers (PubMed:28346351). Seems to interact with BNI4 and SKT5 which link CHS3 to septins (PubMed:9314530, PubMed:28346351)."
CHTNS_c	FWD	YBR038W	YBR038W:2	protStoichAsgnManual	"Homodimer (PubMed:28346351). May form higher order oligomers (PubMed:28346351). Seems to interact with BNI4 and SKT5 which link CHS3 to septins (PubMed:9314530, PubMed:28346351)."
CHTNS_c	FWD	YNL192W	YNL192W:2	protStoichAsgnManual	"Homodimer (PubMed:28346351). May form higher order oligomers (PubMed:28346351). Seems to interact with BNI4 and SKT5 which link CHS3 to septins (PubMed:9314530, PubMed:28346351)."
CHOLK_c	FWD	YLR133W	YLR133W:1	protStoichAsgnAuto	
CHLPCTD_c	FWD	YGR202C	YGR202C:1	protStoichAsgnAuto	
CHORM_c	FWD	YPR060C	YPR060C:2	protStoichAsgnAuto	
CHORS_c	FWD	YGL148W	YGL148W:4	protStoichAsgnAuto	
FRTT_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
GGTT_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PPTT_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT6_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT7_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT8_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT9_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT10_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT11_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT12_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT13_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT14_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT15_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT16_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT16_l	REV	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT17_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT17_l	REV	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT18_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT19_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT20_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
PRENT21_l	FWD	SRT1NUS1	"YMR101C:1,YDL193W:1"	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.
CS_m	FWD	YPR001W	YPR001W:2	protStoichAsgnManual	Monomer and homodimer (PubMed:28076776). Exists as an inactive monomer when phosphorylated (PubMed:28076776). Homodimerization is dependent on dephosphorylation of Ser-462 by PTC7 and is required for activity (PubMed:28076776).
CS_m	FWD	YNR001C	YNR001C:2	protStoichAsgnManual	Monomer and homodimer (PubMed:28076776). Exists as an inactive monomer when phosphorylated (PubMed:28076776). Homodimerization is dependent on dephosphorylation of Ser-462 by PTC7 and is required for activity (PubMed:28076776).
CS_x	FWD	YCR005C	YCR005C:2	protStoichAsgnManual	Interacts with F-box protein UCC1.
CPPPGO_c	FWD	YDR044W	YDR044W:2	protStoichAsgnAuto	
CTPS2_c	FWD	YBL039C	YBL039C:2	protStoichAsgnAuto	
CTPS2_c	FWD	YJR103W	YJR103W:2	protStoichAsgnAuto	
CBL_c	FWD	YFR055W	YFR055W:1	protStoichAsgnAuto	
CBL_c	FWD	YGL184C	YGL184C:1	protStoichAsgnAuto	
CYSTS_c	FWD	YGR155W	YGR155W:1	protStoichAsgnAuto	
CYSTGL_c	FWD	YAL012W	YAL012W:4	protStoichAsgnAuto	
METB1_c	FWD	YJR130C	YJR130C:1	protStoichAsgnAuto	
CYSS_c	FWD	YLR303W	YLR303W:4	protStoichAsgnAuto	
CYSTRS_c	FWD	YNL247W	YNL247W:2	protStoichAsgnAuto	
CYTD_c	FWD	YLR245C	YLR245C:2	protStoichAsgnAuto	
CYTDK2_c	FWD	YNR012W	YNR012W:1	protStoichAsgnAuto	
CSND_c	FWD	YPR062W	YPR062W:2	protStoichAsgnAuto	
ARAB14LO_c	FWD	YML086C	YML086C:1	protStoichAsgnAuto	
ARAB14LO_c	REV	YML086C	YML086C:1	protStoichAsgnAuto	
ARAB1Dx_c	FWD	YMR041C	YMR041C:1	protStoichAsgnAuto	
ARAB1D2_c	FWD	YBR149W	YBR149W:1	protStoichAsgnManual	Heterodimer of a heavy chain and a light chain.
FBA2_c	FWD	YKL060C	YKL060C:2	protStoichAsgnAuto	
FBA2_c	REV	YKL060C	YKL060C:2	protStoichAsgnAuto	
SBTD_D2_c	FWD	YDL246C	YDL246C:4	protStoichAsgnAuto	
SBTD_D2_c	FWD	YJR159W	YJR159W:4	protStoichAsgnAuto	
DCMPDA_c	FWD	YHR144C	YHR144C:1	protStoichAsgnAuto	
DCTPD_c	FWD	YHR144C	YHR144C:1	protStoichAsgnAuto	
DADA_c	FWD	YNL141W	YNL141W:1	protStoichAsgnAuto	
DCYTD_c	FWD	YLR245C	YLR245C:2	protStoichAsgnAuto	
DGK1_c	FWD	YDR454C	YDR454C:1	protStoichAsgnAuto	
DGK1_c	REV	YDR454C	YDR454C:1	protStoichAsgnAuto	
DXHPS_c	FWD	YHR068W	YHR068W:4	protStoichAsgnAuto	
DRBK_c	FWD	YCR036W	YCR036W:2	protStoichAsgnAuto	
DPCOAK_m	FWD	YDR196C	YDR196C:1	protStoichAsgnAuto	
DBTS_c	FWD	YNR057C	YNR057C:1	protStoichAsgnAuto	
DBTS_c	REV	YNR057C	YNR057C:1	protStoichAsgnAuto	
DHCRD124_r	FWD	YPL087W	YPL087W:1	protStoichAsgnAuto	
DHCRD124_r	REV	YPL087W	YPL087W:1	protStoichAsgnAuto	
DHCRD126_r	FWD	YPL087W	YPL087W:1	protStoichAsgnAuto	
DHCRD126_r	REV	YPL087W	YPL087W:1	protStoichAsgnAuto	
DHCRD2A24_r	FWD	YPL087W	YPL087W:1	protStoichAsgnAuto	
DHCRD2A26_r	FWD	YPL087W	YPL087W:1	protStoichAsgnAuto	
DHFS_1_c	FWD	YMR113W	YMR113W:1	protStoichAsgnAuto	
DHNPA2i_m	FWD	YNL256W	YNL256W:2	protStoichAsgnAuto	
DNMPPA_c	FWD	YDL100C	YDL100C:2	protStoichAsgnAuto	
DHORTS_c	FWD	YLR420W	YLR420W:1	protStoichAsgnAuto	
DHORTS_c	REV	YLR420W	YLR420W:1	protStoichAsgnAuto	
DHPTS_m	FWD	YNL256W	YNL256W:2	protStoichAsgnAuto	
FOLD3_m	FWD	YNL256W	YNL256W:2	protStoichAsgnAuto	
DHAD1_m	FWD	YJR016C	YJR016C:2	protStoichAsgnAuto	
DHAD2_m	FWD	YJR016C	YJR016C:2	protStoichAsgnAuto	
DHAK_c	FWD	YML070W	YML070W:1	protStoichAsgnAuto	
DHAK_c	FWD	YFL053W	YFL053W:1	protStoichAsgnAuto	
DMATT_c	FWD	YJL167W	YJL167W:1	protStoichAsgnAuto	
DPGM_c	FWD	YKL152C	YKL152C:4	protStoichAsgnManual	Homotetramer: dimer of dimers.
DPGM_c	REV	YKL152C	YKL152C:4	protStoichAsgnManual	Homotetramer: dimer of dimers.
PMI1346PH_c	FWD	YOR163W	YOR163W:1	protStoichAsgnAuto	
PMI1346PS_c	FWD	YDR017C	YDR017C:1	protStoichAsgnAuto	
DIPS_c	FWD	YLR172C	YLR172C:1	protStoichAsgnAuto	
DOLK_c	FWD	YMR013C	YMR013C:1	protStoichAsgnAuto	
DOLPMT_c	FWD	YPR183W	YPR183W:1	protStoichAsgnManual	"Interacts with the C-terminus of SAC1, thereby sequestering it to the endoplasmic reticulum in exponentially growing cells. Under nutrient limitation conditions, this interaction is rapidly abolished."
DTMPK_c	FWD	YJR057W	YJR057W:2	protStoichAsgnAuto	
DUTPDP_c	FWD	YBR252W	YBR252W:3	protStoichAsgnAuto	
DUTPDP_c	FWD	YJR069C	YJR069C:2	protStoichAsgnAuto	
EPGALURS_e	FWD	YJR153W	YJR153W:1	protStoichAsgnAuto	
ENO_c	FWD	YPL281C	YPL281C:2	protStoichAsgnAuto	
ENO_c	REV	YPL281C	YPL281C:2	protStoichAsgnAuto	
ENO_c	FWD	YOR393W	YOR393W:2	protStoichAsgnAuto	
ENO_c	REV	YOR393W	YOR393W:2	protStoichAsgnAuto	
ENO_c	FWD	YGR254W	YGR254W:2	protStoichAsgnAuto	
ENO_c	REV	YGR254W	YGR254W:2	protStoichAsgnAuto	
ENO_c	FWD	YMR323W	YMR323W:2	protStoichAsgnAuto	
ENO_c	REV	YMR323W	YMR323W:2	protStoichAsgnAuto	
ENO_c	FWD	YHR174W	YHR174W:2	protStoichAsgnAuto	
ENO_c	REV	YHR174W	YHR174W:2	protStoichAsgnAuto	
ETHAK_c	FWD	YLR133W	YLR133W:1	protStoichAsgnAuto	
ETHAK_c	FWD	YDR147W	YDR147W:1	protStoichAsgnAuto	
ACHLE3_c	FWD	YOR126C	YOR126C:2	protStoichAsgnAuto	
13BGH_e	FWD	YNR067C	YNR067C:1	protStoichAsgnAuto	
13BGH_e	FWD	YGR282C	YGR282C:1	protStoichAsgnAuto	
13BGH_e	FWD	YLR300W	YLR300W:1	protStoichAsgnAuto	
13BGH_e	FWD	YDR261C	YDR261C:1	protStoichAsgnAuto	
13BGH_e	FWD	YOR190W	YOR190W:1	protStoichAsgnAuto	
FRTT_c	FWD	YPL069C	YPL069C:1	protStoichAsgnAuto	
FACOAL100_x	FWD	YER015W	YER015W:1	protStoichAsgnAuto	
FACOAL120_x	FWD	YER015W	YER015W:1	protStoichAsgnAuto	
FACOAL160_x	FWD	YER015W	YER015W:1	protStoichAsgnAuto	
FACOAL80_x	FWD	YER015W	YER015W:1	protStoichAsgnAuto	
FACOAL140_x	FWD	YER015W	YER015W:1	protStoichAsgnAuto	
FCLT_m	FWD	YOR176W	YOR176W:1	protStoichAsgnAuto	
AFAT_c	FWD	YDL045C	YDL045C:1	protStoichAsgnAuto	
FMNRx_c	FWD	YLR011W	YLR011W:2	protStoichAsgnAuto	
FMNRx2_c	FWD	YLR011W	YLR011W:2	protStoichAsgnAuto	
FALDH_c	FWD	YDL168W	YDL168W:4	protStoichAsgnAuto	
FDH_c	FWD	YOR388C	YOR388C:2	protStoichAsgnAuto	
FTHFL_c	FWD	YGR204W	YGR204W:2	protStoichAsgnAuto	
FTHFL_c	REV	YGR204W	YGR204W:2	protStoichAsgnAuto	
FTHFL_m	FWD	YBR084W	YBR084W:2	protStoichAsgnAuto	
FTHFL_m	REV	YBR084W	YBR084W:2	protStoichAsgnAuto	
FBP2_c	FWD	YLR345W	YLR345W:2	protStoichAsgnAuto	
FBP2_c	FWD	YJL155C	YJL155C:2	protStoichAsgnAuto	
FBP_c	FWD	YLR377C	YLR377C:4	protStoichAsgnAuto	
FBA_c	FWD	YKL060C	YKL060C:2	protStoichAsgnAuto	
FBA_c	REV	YKL060C	YKL060C:2	protStoichAsgnAuto	
DHORDfum_c	FWD	YKL216W	YKL216W:2	protStoichAsgnAuto	
FRD_m	FWD	YJR051W	YJR051W:1	protStoichAsgnAuto	
FRD_c	FWD	YEL047C	YEL047C:1	protStoichAsgnAuto	
GTMLT_c	FWD	YLR299W	YLR299W:1	protStoichAsgnManual	Heterodimer composed of a light and a heavy chain. The active site is located in the light chain.
GALKi_c	FWD	YBR020W	YBR020W:1	protStoichAsgnAuto	
GLUCYS_c	FWD	YJL101C	YJL101C:1	protStoichAsgnAuto	
GGTT_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
GRTT_c	FWD	YJL167W	YJL167W:1	protStoichAsgnAuto	
GLCGSD_c	FWD	YPR184W	YPR184W:1	protStoichAsgnManual	Interacts with IGD1.
GLCGSD_v	FWD	YIL099W	YIL099W:1	protStoichAsgnAuto	
G6PDA_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
G6PDH2i_c	FWD	YNL241C	YNL241C:1	protStoichAsgnAuto	
PGI_c	FWD	YBR196C	YBR196C:2	protStoichAsgnAuto	
PGI_c	REV	YBR196C	YBR196C:2	protStoichAsgnAuto	
GLU5K_c	FWD	YDR300C	YDR300C:1	protStoichAsgnAuto	
GLUDC_c	FWD	YMR250W	YMR250W:1	protStoichAsgnAuto	
GLUDxi_c	FWD	YDL215C	YDL215C:4	protStoichAsgnAuto	
GLUDy_c	FWD	YAL062W	YAL062W:6	protStoichAsgnAuto	
GLUDy_c	FWD	YOR375C	YOR375C:6	protStoichAsgnAuto	
GLUSx_c	FWD	YDL171C	YDL171C:3	protStoichAsgnAuto	
G5SDy_c	FWD	YOR323C	YOR323C:1	protStoichAsgnAuto	
GLUN_c	FWD	YFL060C	YFL060C:1	protStoichAsgnAuto	
GLUN_c	FWD	YNL334C	YNL334C:1	protStoichAsgnAuto	
GLNS_c	FWD	YPR035W	YPR035W:8	protStoichAsgnAuto	
GF6PTA_c	FWD	YKL104C	YKL104C:1	protStoichAsgnAuto	
GF6PTA_c	FWD	YMR084W	YMR084W:1	protStoichAsgnAuto	
GLNTRS_c	FWD	YOR168W	YOR168W:1	protStoichAsgnAuto	
GLUTRS_c	FWD	GUS1ARC1	"YGL245W:1,YGL105W:1"	protStoichAsgnManual	"Component of a yeast aminoacyl-tRNA synthase (aaRS) complex formed by methionyl-tRNA synthase MES1, glutamyl-tRNA synthase GUS1 and the tRNA aminoacylation cofactor ARC1 in a stoichiometric complex. Interacts (via N-ter) with ARC1 (via N-ter). Can also form a stable binary complex with ARC1 that is functional in terms of aminoacylation. ARC1 increases the affinity for cognate tRNAs due to the presence of a tRNA binding domain in the middle and C-terminal part of ARC1."
GLUTRS_m	FWD	YOL033W	YOL033W:1	protStoichAsgnAuto	
GTHP_c	FWD	YPL091W	YPL091W:1	protStoichAsgnAuto	
GTHP_c	REV	YPL091W	YPL091W:1	protStoichAsgnAuto	
GTHP_m	FWD	YBL064C	YBL064C:2	protStoichAsgnManual	Homodimer; disulfide-linked.
GTHP_m	REV	YBL064C	YBL064C:2	protStoichAsgnManual	Homodimer; disulfide-linked.
GTHS_c	FWD	YOL049W	YOL049W:2	protStoichAsgnAuto	
GAPD_c	FWD	YJR009C	YJR009C:4	protStoichAsgnAuto	
GAPD_c	REV	YJR009C	YJR009C:4	protStoichAsgnAuto	
GAPD_c	FWD	YGR192C	YGR192C:4	protStoichAsgnAuto	
GAPD_c	REV	YGR192C	YGR192C:4	protStoichAsgnAuto	
GAPD_c	FWD	YJL052W	YJL052W:4	protStoichAsgnAuto	
GAPD_c	REV	YJL052W	YJL052W:4	protStoichAsgnAuto	
GLYCDy_c	FWD	YOR120W	YOR120W:1	protStoichAsgnAuto	
GLYK_c	FWD	YHL032C	YHL032C:1	protStoichAsgnAuto	
G3PT_c	FWD	YIL053W	YIL053W:1	protStoichAsgnAuto	
G3PT_c	FWD	YER062C	YER062C:1	protStoichAsgnAuto	
G3PDf_m	FWD	YIL155C	YIL155C:1	protStoichAsgnAuto	
G3PD1r_c	FWD	YDL022W	YDL022W:1	protStoichAsgnAuto	
GPDDA1pp_c	FWD	YPL110C	YPL110C:1	protStoichAsgnAuto	
GARFT_c	FWD	YDR408C	YDR408C:1	protStoichAsgnAuto	
GLYAT_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	
GHMT2r_c	FWD	YLR058C	YLR058C:4	protStoichAsgnAuto	
GHMT2r_c	REV	YLR058C	YLR058C:4	protStoichAsgnAuto	
GHMT2r_m	FWD	YBR263W	YBR263W:4	protStoichAsgnManual	Homotetramer (By similarity). Interacts with NAP1.
GHMT2r_m	REV	YBR263W	YBR263W:4	protStoichAsgnManual	Homotetramer (By similarity). Interacts with NAP1.
GLCP_c	FWD	YPR160W	YPR160W:2	protStoichAsgnAuto	
GLYTRS_c	FWD	YPR081C	YPR081C:2	protStoichAsgnAuto	
GLYTRS_c	FWD	YBR121C	YBR121C:2	protStoichAsgnAuto	
GMPS2_c	FWD	YMR217W	YMR217W:2	protStoichAsgnAuto	
GPIA2_r	FWD	YMR281W	YMR281W:1	protStoichAsgnAuto	
GPIA2_r	REV	YMR281W	YMR281W:1	protStoichAsgnAuto	
GPIA6_r	FWD	YKL165C	YKL165C:1	protStoichAsgnAuto	
GPIA6_r	REV	YKL165C	YKL165C:1	protStoichAsgnAuto	
GPIA7_r	FWD	GPI18PGA1	"YBR004C:1,YNL158W:1"	protStoichAsgnManual	Part of the GPI mannosyltransferase 2 complex composed of GPI18 and PGA1.
GPIA7_r	REV	GPI18PGA1	"YBR004C:1,YNL158W:1"	protStoichAsgnManual	Part of the GPI mannosyltransferase 2 complex composed of GPI18 and PGA1.
GPIA8_r	FWD	YGL142C	YGL142C:1	protStoichAsgnAuto	
GPIA8_r	REV	YGL142C	YGL142C:1	protStoichAsgnAuto	
GPIA9_r	FWD	YLL031C	YLL031C:1	protStoichAsgnAuto	
GPIA9_r	REV	YLL031C	YLL031C:1	protStoichAsgnAuto	
GPIA9_r	FWD	YDR302W	YDR302W:1	protStoichAsgnAuto	
GPIA9_r	REV	YDR302W	YDR302W:1	protStoichAsgnAuto	
GTPCI_c	FWD	YGR267C	YGR267C:10	protStoichAsgnManual	"Toroid-shaped homodecamer, composed of two pentamers of five dimers."
GTPCII2_c	FWD	YBL033C	YBL033C:1	protStoichAsgnAuto	
GUAD_1_c	FWD	YDL238C	YDL238C:1	protStoichAsgnAuto	
GUAPRT_c	FWD	YDR399W	YDR399W:2	protStoichAsgnManual	Dimer.
GK1_c	FWD	YDR454C	YDR454C:1	protStoichAsgnAuto	
GK2_c	FWD	YDR454C	YDR454C:1	protStoichAsgnAuto	
GK2_c	REV	YDR454C	YDR454C:1	protStoichAsgnAuto	
HEMEOS_m	FWD	YPL172C	YPL172C:1	protStoichAsgnAuto	
HEX7_c	FWD	YGL253W	YGL253W:2	protStoichAsgnAuto	
HEX7_c	FWD	YLR446W	YLR446W:2	protStoichAsgnAuto	
HEX7_c	FWD	YFR053C	YFR053C:2	protStoichAsgnAuto	
HEX1_c	FWD	YGL253W	YGL253W:2	protStoichAsgnAuto	
HEX1_c	FWD	YLR446W	YLR446W:2	protStoichAsgnAuto	
HEX1_c	FWD	YFR053C	YFR053C:2	protStoichAsgnAuto	
HEX1_c	FWD	YCL040W	YCL040W:1	protStoichAsgnAuto	
HEX4_c	FWD	YGL253W	YGL253W:2	protStoichAsgnAuto	
HEX4_c	FWD	YFR053C	YFR053C:2	protStoichAsgnAuto	
HEX4_c	FWD	YLR446W	YLR446W:2	protStoichAsgnAuto	
HISTD_c	FWD	YCL030C	YCL030C:1	protStoichAsgnAuto	
HISTP_c	FWD	YFR025C	YFR025C:1	protStoichAsgnAuto	
HSTPT_c	FWD	YIL116W	YIL116W:1	protStoichAsgnAuto	
ARMT_c	FWD	YBR034C	YBR034C:2	protStoichAsgnAuto	
HACNH_m	FWD	YDR234W	YDR234W:1	protStoichAsgnAuto	
HACNH_m	REV	YDR234W	YDR234W:1	protStoichAsgnAuto	
HACNH_m	FWD	YJL200C	YJL200C:1	protStoichAsgnAuto	
HACNH_m	REV	YJL200C	YJL200C:1	protStoichAsgnAuto	
HCYSMT_c	FWD	YLL062C	YLL062C:1	protStoichAsgnAuto	
HCYSMT_c	FWD	YPL273W	YPL273W:1	protStoichAsgnAuto	
HICITD_m	FWD	YIL094C	YIL094C:1	protStoichAsgnAuto	
HSDx_c	FWD	YJR139C	YJR139C:2	protStoichAsgnAuto	
HSDy_c	FWD	YJR139C	YJR139C:2	protStoichAsgnAuto	
HSK_c	FWD	YHR025W	YHR025W:2	protStoichAsgnAuto	
HSERTA_c	FWD	YNL277W	YNL277W:1	protStoichAsgnAuto	
GLYOX_c	FWD	YDR272W	YDR272W:1	protStoichAsgnAuto	
GLYOX_m	FWD	YOR040W	YOR040W:1	protStoichAsgnAuto	
HBZOPT6_m	FWD	YNR041C	YNR041C:1	protStoichAsgnAuto	
HETZK_c	FWD	YPL214C	YPL214C:8	protStoichAsgnAuto	
PPBNGD_c	FWD	YDL205C	YDL205C:1	protStoichAsgnAuto	
HMGCOAR_c	FWD	YML075C	YML075C:1	protStoichAsgnAuto	
HMGCOAR_c	FWD	YLR450W	YLR450W:1	protStoichAsgnAuto	
HMGCOAS_c	FWD	YML126C	YML126C:1	protStoichAsgnAuto	
HMGCOAS_m	FWD	YML126C	YML126C:1	protStoichAsgnAuto	
HMPK1_c	FWD	YPR121W	YPR121W:1	protStoichAsgnAuto	
HMPK1_c	FWD	YPL258C	YPL258C:1	protStoichAsgnAuto	
HMPK1_c	FWD	YOL055C	YOL055C:1	protStoichAsgnAuto	
HXPRT_c	FWD	YDR399W	YDR399W:2	protStoichAsgnManual	Dimer.
IG3PS_c	FWD	YBR248C	YBR248C:1	protStoichAsgnAuto	
IGPDH_c	FWD	YOR202W	YOR202W:1	protStoichAsgnAuto	
IMPD_c	FWD	YML056C	YML056C:4	protStoichAsgnAuto	
IMPD_c	FWD	YLR432W	YLR432W:4	protStoichAsgnAuto	
IMPD_c	FWD	YHR216W	YHR216W:4	protStoichAsgnAuto	
IGPS_c	FWD	TRP23	"YKL211C:2,YER090W:2"	protStoichAsgnManual	Tetramer of two components I and two components II.
INDPYRD_c	FWD	YGR087C	YGR087C:4	protStoichAsgnAuto	
INDPYRD_c	FWD	YLR044C	YLR044C:4	protStoichAsgnAuto	
INDPYRD_c	FWD	YLR134W	YLR134W:4	protStoichAsgnAuto	
PPA_c	FWD	YBR011C	YBR011C:2	protStoichAsgnAuto	
PPA_m	FWD	YMR267W	YMR267W:2	protStoichAsgnManual	Homodimer that binds non-covalently to a protein complex in the inner mitochondrial membrane.
IMPC_c	FWD	YMR120C	YMR120C:2	protStoichAsgnManual	Homodimer (Possible).
IMPC_c	REV	YMR120C	YMR120C:2	protStoichAsgnManual	Homodimer (Possible).
IMPC_c	FWD	YLR028C	YLR028C:2	protStoichAsgnManual	Homodimer (Possible).
IMPC_c	REV	YLR028C	YLR028C:2	protStoichAsgnManual	Homodimer (Possible).
IPK1_n	FWD	YDR315C	YDR315C:1	protStoichAsgnAuto	
IPK2_n	FWD	YDR173C	YDR173C:1	protStoichAsgnManual	Interacts with ARG80 and MCM1.
IPK3_n	FWD	YDR173C	YDR173C:1	protStoichAsgnManual	Interacts with ARG80 and MCM1.
IPK4_n	FWD	YDR173C	YDR173C:1	protStoichAsgnManual	Interacts with ARG80 and MCM1.
IPK5_n	FWD	YDR173C	YDR173C:1	protStoichAsgnManual	Interacts with ARG80 and MCM1.
ACHLE1_c	FWD	YOR126C	YOR126C:2	protStoichAsgnAuto	
ACHLE2_c	FWD	YOR126C	YOR126C:2	protStoichAsgnAuto	
ICDHy_c	FWD	YLR174W	YLR174W:2	protStoichAsgnAuto	
ICDHy_c	REV	YLR174W	YLR174W:2	protStoichAsgnAuto	
ICDHy_x	FWD	YNL009W	YNL009W:1	protStoichAsgnAuto	
ICL_1_c	FWD	YER065C	YER065C:4	protStoichAsgnAuto	
ILETA_c	FWD	YJR148W	YJR148W:2	protStoichAsgnAuto	
ILETA_c	REV	YJR148W	YJR148W:2	protStoichAsgnAuto	
ILETA_m	FWD	YHR208W	YHR208W:2	protStoichAsgnAuto	
ILETA_m	REV	YHR208W	YHR208W:2	protStoichAsgnAuto	
ILETRS_c	FWD	YBL076C	YBL076C:1	protStoichAsgnAuto	
ILETRS_m	FWD	YPL040C	YPL040C:1	protStoichAsgnAuto	
IPDDI_c	FWD	YPL117C	YPL117C:1	protStoichAsgnAuto	
IPDDI_c	REV	YPL117C	YPL117C:1	protStoichAsgnAuto	
KARA2i_m	FWD	YLR355C	YLR355C:1	protStoichAsgnAuto	
KYN_c	FWD	YLR231C	YLR231C:2	protStoichAsgnAuto	
KYN3OX_c	FWD	YBL098W	YBL098W:1	protStoichAsgnAuto	
PHCD_m	FWD	YHR037W	YHR037W:1	protStoichAsgnAuto	
PHCD_m	REV	YHR037W	YHR037W:1	protStoichAsgnAuto	
4HGLSD_m	FWD	YHR037W	YHR037W:1	protStoichAsgnAuto	
4HGLSD_m	REV	YHR037W	YHR037W:1	protStoichAsgnAuto	
ALATA_L_m	FWD	YLR089C	YLR089C:2	protStoichAsgnAuto	
ALATA_L_m	REV	YLR089C	YLR089C:2	protStoichAsgnAuto	
THRA2_c	FWD	YEL046C	YEL046C:4	protStoichAsgnAuto	
ATHRDHr_c	FWD	YMR226C	YMR226C:4	protStoichAsgnAuto	
ATHRDHr_c	REV	YMR226C	YMR226C:4	protStoichAsgnAuto	
ASNN_c	FWD	YDR321W	YDR321W:1	protStoichAsgnManual	Homopolymer.
ASNN_e	FWD	YLR157C	YLR157C:1	protStoichAsgnAuto	
ASNN_e	FWD	YLR160C	YLR160C:1	protStoichAsgnAuto	
ASNN_e	FWD	YLR155C	YLR155C:1	protStoichAsgnAuto	
ASNN_e	FWD	YLR158C	YLR158C:1	protStoichAsgnAuto	
EGHLAT_m	FWD	YKL106W	YKL106W:2	protStoichAsgnAuto	
HPRORy_c	FWD	YER023W	YER023W:4	protStoichAsgnAuto	
