id	rxn_src	dir	enz	protein_stoich	status	comments	MW (g/mmol)
RXN-ALCD25xi_c_FWD-YBR145W	ALCD25xi_c	FWD	YBR145W	YBR145W:4	protStoichAsgnAuto		151.89884
RXN-ALCD25xi_c_FWD-YDL168W	ALCD25xi_c	FWD	YDL168W	YDL168W:4	protStoichAsgnAuto		165.6264
RXN-ALCD25xi_c_FWD-YOL086C	ALCD25xi_c	FWD	YOL086C	YOL086C:4	protStoichAsgnAuto		148.69928
RXN-ALCD25xi_m_FWD-YMR083W	ALCD25xi_m	FWD	YMR083W	YMR083W:4	protStoichAsgnAuto		162.92468
RXN-ALCD25xi_m_FWD-YGL256W	ALCD25xi_m	FWD	YGL256W	YGL256W:2	protStoichAsgnAuto		82.99342
RXN-ALCD25yi_c_FWD-YMR318C	ALCD25yi_c	FWD	YMR318C	YMR318C:2	protStoichAsgnAuto		79.91038
RXN-ALCD25yi_c_FWD-YCR105W	ALCD25yi_c	FWD	YCR105W	YCR105W:2	protStoichAsgnAuto		79.38038
RXN-ALDD22x_c_FWD-YMR170C	ALDD22x_c	FWD	YMR170C	YMR170C:1	protStoichAsgnAuto		55.66827
RXN-ALDD22x_c_FWD-YMR169C	ALDD22x_c	FWD	YMR169C	YMR169C:1	protStoichAsgnAuto		55.86669
RXN-ALDD22x_c_FWD-YMR110C	ALDD22x_c	FWD	YMR110C	YMR110C:1	protStoichAsgnAuto		60.48836
RXN-ALDD2y_c_FWD-YPL061W	ALDD2y_c	FWD	YPL061W	YPL061W:1	protStoichAsgnAuto		54.88654
RXN-ALDD2x_m_FWD-YOR374W	ALDD2x_m	FWD	YOR374W	YOR374W:1	protStoichAsgnAuto		57.22107
RXN-ALDD2y_m_FWD-YOR374W	ALDD2y_m	FWD	YOR374W	YOR374W:1	protStoichAsgnAuto		57.22107
RXN-ALDD2y_m_FWD-YER073W	ALDD2y_m	FWD	YER073W	YER073W:1	protStoichAsgnAuto		57.19727
RXN-ALDD20x_m_FWD-YOR374W	ALDD20x_m	FWD	YOR374W	YOR374W:1	protStoichAsgnAuto		57.22107
RXN-ALDD20y_c_FWD-YPL061W	ALDD20y_c	FWD	YPL061W	YPL061W:1	protStoichAsgnAuto		54.88654
RXN-ALDD20y_m_FWD-YER073W	ALDD20y_m	FWD	YER073W	YER073W:1	protStoichAsgnAuto		57.19727
RXN-ALDD20y_m_FWD-YOR374W	ALDD20y_m	FWD	YOR374W	YOR374W:1	protStoichAsgnAuto		57.22107
RXN-ALCD24xi_c_FWD-YBR145W	ALCD24xi_c	FWD	YBR145W	YBR145W:4	protStoichAsgnAuto		151.89884
RXN-ALCD24xi_c_FWD-YOL086C	ALCD24xi_c	FWD	YOL086C	YOL086C:4	protStoichAsgnAuto		148.69928
RXN-ALCD24xi_c_FWD-YDL168W	ALCD24xi_c	FWD	YDL168W	YDL168W:4	protStoichAsgnAuto		165.6264
RXN-ALCD24xi_m_FWD-YMR083W	ALCD24xi_m	FWD	YMR083W	YMR083W:4	protStoichAsgnAuto		162.92468
RXN-ALCD24xi_m_FWD-YGL256W	ALCD24xi_m	FWD	YGL256W	YGL256W:2	protStoichAsgnAuto		82.99342
RXN-ALCD24yi_c_FWD-YMR318C	ALCD24yi_c	FWD	YMR318C	YMR318C:2	protStoichAsgnAuto		79.91038
RXN-ALCD24yi_c_FWD-YCR105W	ALCD24yi_c	FWD	YCR105W	YCR105W:2	protStoichAsgnAuto		79.38038
RXN-ALCD23xi_c_FWD-YBR145W	ALCD23xi_c	FWD	YBR145W	YBR145W:4	protStoichAsgnAuto		151.89884
RXN-ALCD23xi_c_FWD-YDL168W	ALCD23xi_c	FWD	YDL168W	YDL168W:4	protStoichAsgnAuto		165.6264
RXN-ALCD23xi_c_FWD-YOL086C	ALCD23xi_c	FWD	YOL086C	YOL086C:4	protStoichAsgnAuto		148.69928
RXN-ALCD23xi_m_FWD-YMR083W	ALCD23xi_m	FWD	YMR083W	YMR083W:4	protStoichAsgnAuto		162.92468
RXN-ALCD23xi_m_FWD-YGL256W	ALCD23xi_m	FWD	YGL256W	YGL256W:2	protStoichAsgnAuto		82.99342
RXN-ALCD23yi_c_FWD-YMR318C	ALCD23yi_c	FWD	YMR318C	YMR318C:2	protStoichAsgnAuto		79.91038
RXN-ALCD23yi_c_FWD-YCR105W	ALCD23yi_c	FWD	YCR105W	YCR105W:2	protStoichAsgnAuto		79.38038
RXN-ALDD19xi_c_FWD-YMR170C	ALDD19xi_c	FWD	YMR170C	YMR170C:1	protStoichAsgnAuto		55.66827
RXN-ALDD19xi_c_FWD-YMR169C	ALDD19xi_c	FWD	YMR169C	YMR169C:1	protStoichAsgnAuto		55.86669
RXN-ALCD26xi_c_FWD-YBR145W	ALCD26xi_c	FWD	YBR145W	YBR145W:4	protStoichAsgnAuto		151.89884
RXN-ALCD26xi_c_FWD-YDL168W	ALCD26xi_c	FWD	YDL168W	YDL168W:4	protStoichAsgnAuto		165.6264
RXN-ALCD26xi_c_FWD-YOL086C	ALCD26xi_c	FWD	YOL086C	YOL086C:4	protStoichAsgnAuto		148.69928
RXN-ALCD26xi_m_FWD-YMR083W	ALCD26xi_m	FWD	YMR083W	YMR083W:4	protStoichAsgnAuto		162.92468
RXN-ALCD26xi_m_FWD-YGL256W	ALCD26xi_m	FWD	YGL256W	YGL256W:2	protStoichAsgnAuto		82.99342
RXN-AKP1_c_FWD-YDR481C	AKP1_c	FWD	YDR481C	YDR481C:1	protStoichAsgnAuto		63.52325
RXN-ATAH_c_FWD-YIR029W	ATAH_c	FWD	YIR029W	YIR029W:1	protStoichAsgnAuto		39.0303
RXN-ATAH_c_REV-YIR029W	ATAH_c	REV	YIR029W	YIR029W:1	protStoichAsgnAuto		39.0303
RXN-ALLTN_c_FWD-YIR027C	ALLTN_c	FWD	YIR027C	YIR027C:4	protStoichAsgnAuto		202.21928
RXN-ALLTN_c_REV-YIR027C	ALLTN_c	REV	YIR027C	YIR027C:4	protStoichAsgnAuto		202.21928
RXN-ALPHNH_c_FWD-YBR208C	ALPHNH_c	FWD	YBR208C	YBR208C:1	protStoichAsgnAuto		203.61414
RXN-12AMANTF_g_FWD-YKR061W	12AMANTF_g	FWD	YKR061W	YKR061W:1	protStoichAsgnManual	Interacts with SVP26.	51.04967
RXN-12AMANTF_g_FWD-YBR199W	12AMANTF_g	FWD	YBR199W	YBR199W:1	protStoichAsgnManual	Interacts with SVP26.	54.97022
RXN-12AMANTF_g_FWD-YOR099W	12AMANTF_g	FWD	YOR099W	YOR099W:1	protStoichAsgnManual	Interacts with SVP26.	46.39051
RXN-12AMANTF_g_FWD-YJL139C	12AMANTF_g	FWD	YJL139C	YJL139C:1	protStoichAsgnManual	Interacts with SVP26.	51.22932
RXN-12AMANTF_g_FWD-YBR205W	12AMANTF_g	FWD	YBR205W	YBR205W:1	protStoichAsgnManual	Interacts with SVP26.	47.87588
RXN-12AMANTF_g_FWD-YNL029C	12AMANTF_g	FWD	YNL029C	YNL029C:1	protStoichAsgnManual	Interacts with SVP26.	62.21301
RXN-12AMANTF_g_FWD-YDR483W	12AMANTF_g	FWD	YDR483W	YDR483W:1	protStoichAsgnManual	Interacts with SVP26.	51.79507
RXN-12AMANTF_g_FWD-YPL053C	12AMANTF_g	FWD	YPL053C	YPL053C:1	protStoichAsgnManual	Interacts with SVP26.	52.54247
RXN-TREH_v_FWD-YBR001C	TREH_v	FWD	YBR001C	YBR001C:1	protStoichAsgnAuto		90.43033
RXN-TREH_v_FWD-YPR026W	TREH_v	FWD	YPR026W	YPR026W:1	protStoichAsgnAuto		138.0749
RXN-TREH_c_FWD-YDR001C	TREH_c	FWD	YDR001C	YDR001C:2	protStoichAsgnAuto		173.2246
RXN-MALT_c_FWD-YGR292W	MALT_c	FWD	YGR292W	YGR292W:1	protStoichAsgnAuto		68.64334
RXN-MALT_c_FWD-YJL216C	MALT_c	FWD	YJL216C	YJL216C:1	protStoichAsgnAuto		68.10004
RXN-MALT_c_FWD-YJL221C	MALT_c	FWD	YJL221C	YJL221C:1	protStoichAsgnAuto		69.2508
RXN-MALT_c_FWD-YGR287C	MALT_c	FWD	YGR287C	YGR287C:1	protStoichAsgnAuto		69.14168
RXN-MALT_c_FWD-YBR299W	MALT_c	FWD	YBR299W	YBR299W:1	protStoichAsgnAuto		68.69138
RXN-MALT_c_FWD-YIL172C	MALT_c	FWD	YIL172C	YIL172C:1	protStoichAsgnAuto		69.2508
RXN-AMID_c_FWD-HER2PET112GTF1	AMID_c	FWD	HER2PET112GTF1	YMR293C:1,YBL080C:1,YGR102C:1	protStoichAsgnManual	Subunit of the heterotrimeric GatFAB amidotransferase (AdT) complex, composed of A (HER2), B (PET112) and F (YGR102C) subunits.	134.72329000000002
RXN-AACTOOR_c_FWD-UNKNOWN	AACTOOR_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-ABUTD_m_FWD-YOR374W	ABUTD_m	FWD	YOR374W	YOR374W:1	protStoichAsgnAuto		57.22107
RXN-ANPRT_c_FWD-YDR354W	ANPRT_c	FWD	YDR354W	YDR354W:1	protStoichAsgnAuto		41.72911
RXN-AP4AH_c_FWD-YDR305C	AP4AH_c	FWD	YDR305C	YDR305C:2	protStoichAsgnAuto		49.97418
RXN-AP4AH_c_REV-YDR305C	AP4AH_c	REV	YDR305C	YDR305C:2	protStoichAsgnAuto		49.97418
RXN-ARABR_c_FWD-YHR104W	ARABR_c	FWD	YHR104W	YHR104W:1	protStoichAsgnAuto		37.42541
RXN-ARGN_c_FWD-YPL111W	ARGN_c	FWD	YPL111W	YPL111W:3	protStoichAsgnAuto		107.89688999999998
RXN-ARGSL_c_FWD-YHR018C	ARGSL_c	FWD	YHR018C	YHR018C:4	protStoichAsgnAuto		209.67812
RXN-ARGSL_c_REV-YHR018C	ARGSL_c	REV	YHR018C	YHR018C:4	protStoichAsgnAuto		209.67812
RXN-ARGSS_c_FWD-YOL058W	ARGSS_c	FWD	YOL058W	YOL058W:4	protStoichAsgnAuto		189.29264
RXN-ARGSS_c_REV-YOL058W	ARGSS_c	REV	YOL058W	YOL058W:4	protStoichAsgnAuto		189.29264
RXN-ARGTRS_c_FWD-YDR341C	ARGTRS_c	FWD	YDR341C	YDR341C:1	protStoichAsgnAuto		70.10837
RXN-ARGTRS_m_FWD-YHR091C	ARGTRS_m	FWD	YHR091C	YHR091C:1	protStoichAsgnAuto		74.33844
RXN-ASNS1_c_FWD-YPR145W	ASNS1_c	FWD	YPR145W	YPR145W:1	protStoichAsgnAuto		65.00866
RXN-ASNS1_c_FWD-YGR124W	ASNS1_c	FWD	YGR124W	YGR124W:1	protStoichAsgnAuto		65.12757
RXN-ASNTRS_c_FWD-YHR019C	ASNTRS_c	FWD	YHR019C	YHR019C:1	protStoichAsgnAuto		62.73118
RXN-ASNTRS_m_FWD-YCR024C	ASNTRS_m	FWD	YCR024C	YCR024C:1	protStoichAsgnAuto		57.26437
RXN-ASPCT_c_FWD-YJL130C	ASPCT_c	FWD	YJL130C	YJL130C:1	protStoichAsgnAuto		247.1883
RXN-ASPK_c_FWD-YER052C	ASPK_c	FWD	YER052C	YER052C:1	protStoichAsgnAuto		58.61322
RXN-ASPTAi_m_FWD-YKL106W	ASPTAi_m	FWD	YKL106W	YKL106W:2	protStoichAsgnAuto		104.4779
RXN-ASAD_c_FWD-YDR158W	ASAD_c	FWD	YDR158W	YDR158W:2	protStoichAsgnAuto		79.7748
RXN-ASPTRS_c_FWD-YLL018C	ASPTRS_c	FWD	YLL018C	YLL018C:2	protStoichAsgnAuto		128.09588
RXN-ASPTRS_m_FWD-YPL104W	ASPTRS_m	FWD	YPL104W	YPL104W:1	protStoichAsgnAuto		76.11009
RXN-ATPATF1_c_FWD-YDR530C	ATPATF1_c	FWD	YDR530C	YDR530C:1	protStoichAsgnAuto		37.13342
RXN-ATPATF2_c_FWD-YCL050C	ATPATF2_c	FWD	YCL050C	YCL050C:1	protStoichAsgnAuto		36.77818
RXN-ATPATF3_c_FWD-YCL050C	ATPATF3_c	FWD	YCL050C	YCL050C:1	protStoichAsgnAuto		36.77818
RXN-ATPPRT_c_FWD-YER055C	ATPPRT_c	FWD	YER055C	YER055C:1	protStoichAsgnAuto		32.54313
RXN-14BMANTF_c_FWD-YBR110W	14BMANTF_c	FWD	YBR110W	YBR110W:2	protStoichAsgnAuto		104.73732
RXN-BTS1_c_FWD-YGR286C	BTS1_c	FWD	YGR286C	YGR286C:1	protStoichAsgnAuto		42.24792
RXN-BTS1_c_REV-YGR286C	BTS1_c	REV	YGR286C	YGR286C:1	protStoichAsgnAuto		42.24792
RXN-C14STR_c_FWD-YNL280C	C14STR_c	FWD	YNL280C	YNL280C:1	protStoichAsgnAuto		51.04396
RXN-C22STDSy_c_FWD-YMR015C	C22STDSy_c	FWD	YMR015C	YMR015C:1	protStoichAsgnManual	Interacts with ERG28.	61.8569
RXN-C3STDH2_c_FWD-YGL001C	C3STDH2_c	FWD	YGL001C	YGL001C:1	protStoichAsgnManual	Heterotetramer of ERG25, ERG26, ERG27 and ERG28. ERG28 acts as a scaffold to tether ERG27 and other 4,4-demethylation-related enzymes, forming a demethylation enzyme complex, in the endoplasmic reticulum.	39.03295
RXN-C3STDH1_c_FWD-YGL001C	C3STDH1_c	FWD	YGL001C	YGL001C:1	protStoichAsgnManual	Heterotetramer of ERG25, ERG26, ERG27 and ERG28. ERG28 acts as a scaffold to tether ERG27 and other 4,4-demethylation-related enzymes, forming a demethylation enzyme complex, in the endoplasmic reticulum.	39.03295
RXN-C3STKR1_c_FWD-YLR100W	C3STKR1_c	FWD	YLR100W	YLR100W:1	protStoichAsgnManual	Heterotetramer of ERG25, ERG26, ERG27 and ERG28. ERG28 acts as a scaffold to tether ERG27 and other 4,4-demethylation-related enzymes, forming a demethylation enzyme complex, in the endoplasmic reticulum. Interacts with ERG25 and ERG28. Also interacts with ERG7, but only in lipid particles.	40.05525
RXN-C3STKR2_c_FWD-YLR100W	C3STKR2_c	FWD	YLR100W	YLR100W:1	protStoichAsgnManual	Heterotetramer of ERG25, ERG26, ERG27 and ERG28. ERG28 acts as a scaffold to tether ERG27 and other 4,4-demethylation-related enzymes, forming a demethylation enzyme complex, in the endoplasmic reticulum. Interacts with ERG25 and ERG28. Also interacts with ERG7, but only in lipid particles.	40.05525
RXN-C4STMO1_c_FWD-YGR060W	C4STMO1_c	FWD	YGR060W	YGR060W:1	protStoichAsgnManual	Heterotetramer of ERG25, ERG26, ERG27 and ERG28. ERG28 acts as a scaffold to tether ERG27 and other 4,4-demethylation-related enzymes, forming a demethylation enzyme complex, in the endoplasmic reticulum. Interacts with ERG27 and ERG28.	36.77177
RXN-C4STMO2_c_FWD-YGR060W	C4STMO2_c	FWD	YGR060W	YGR060W:1	protStoichAsgnManual	Heterotetramer of ERG25, ERG26, ERG27 and ERG28. ERG28 acts as a scaffold to tether ERG27 and other 4,4-demethylation-related enzymes, forming a demethylation enzyme complex, in the endoplasmic reticulum. Interacts with ERG27 and ERG28.	36.77177
RXN-C4STMO3_c_FWD-YGR060W	C4STMO3_c	FWD	YGR060W	YGR060W:1	protStoichAsgnManual	Heterotetramer of ERG25, ERG26, ERG27 and ERG28. ERG28 acts as a scaffold to tether ERG27 and other 4,4-demethylation-related enzymes, forming a demethylation enzyme complex, in the endoplasmic reticulum. Interacts with ERG27 and ERG28.	36.77177
RXN-C4STMO4_c_FWD-YGR060W	C4STMO4_c	FWD	YGR060W	YGR060W:1	protStoichAsgnManual	Heterotetramer of ERG25, ERG26, ERG27 and ERG28. ERG28 acts as a scaffold to tether ERG27 and other 4,4-demethylation-related enzymes, forming a demethylation enzyme complex, in the endoplasmic reticulum. Interacts with ERG27 and ERG28.	36.77177
RXN-C5STDS_c_FWD-YLR056W	C5STDS_c	FWD	YLR056W	YLR056W:1	protStoichAsgnManual	Interacts with ERG28.	43.07681
RXN-C8STI_c_FWD-YMR202W	C8STI_c	FWD	YMR202W	YMR202W:1	protStoichAsgnAuto		25.09228
RXN-C24STR_r_FWD-YGL012W	C24STR_r	FWD	YGL012W	YGL012W:1	protStoichAsgnAuto		56.50404
RXN-CRNOAT_c_FWD-YAR035W	CRNOAT_c	FWD	YAR035W	YAR035W:1	protStoichAsgnAuto		78.42861
RXN-CRNOAT_c_FWD-YER024W	CRNOAT_c	FWD	YER024W	YER024W:1	protStoichAsgnAuto		104.21969
RXN-CAT_c_FWD-YGR088W	CAT_c	FWD	YGR088W	YGR088W:4	protStoichAsgnAuto		260.474
RXN-CAT_x_FWD-YDR256C	CAT_x	FWD	YDR256C	YDR256C:4	protStoichAsgnAuto		236.203
RXN-CERH124A_r_FWD-YDR297W	CERH124A_r	FWD	YDR297W	YDR297W:1	protStoichAsgnAuto		41.06684
RXN-CERH124B_r_FWD-YMR272C	CERH124B_r	FWD	YMR272C	YMR272C:1	protStoichAsgnAuto		45.2369
RXN-CERH126A_r_FWD-YDR297W	CERH126A_r	FWD	YDR297W	YDR297W:1	protStoichAsgnAuto		41.06684
RXN-CERH126B_r_FWD-YMR272C	CERH126B_r	FWD	YMR272C	YMR272C:1	protStoichAsgnAuto		45.2369
RXN-CERH2A24_r_FWD-YMR272C	CERH2A24_r	FWD	YMR272C	YMR272C:1	protStoichAsgnAuto		45.2369
RXN-CERH2A26_r_FWD-YMR272C	CERH2A26_r	FWD	YMR272C	YMR272C:1	protStoichAsgnAuto		45.2369
RXN-CERH324_r_FWD-YMR272C	CERH324_r	FWD	YMR272C	YMR272C:1	protStoichAsgnAuto		45.2369
RXN-CERH326_r_FWD-YMR272C	CERH326_r	FWD	YMR272C	YMR272C:1	protStoichAsgnAuto		45.2369
RXN-CHTNDA_c_FWD-YLR308W	CHTNDA_c	FWD	YLR308W	YLR308W:1	protStoichAsgnAuto		35.96966
RXN-CHTNDA_c_FWD-YLR307W	CHTNDA_c	FWD	YLR307W	YLR307W:1	protStoichAsgnAuto		34.90786
RXN-CHTNS_c_FWD-YBR023C	CHTNS_c	FWD	YBR023C	YBR023C:2	protStoichAsgnManual	Homodimer (PubMed:28346351). May form higher order oligomers (PubMed:28346351). Seems to interact with BNI4 and SKT5 which link CHS3 to septins (PubMed:9314530, PubMed:28346351).	265.47586
RXN-CHTNS_c_FWD-YBR038W	CHTNS_c	FWD	YBR038W	YBR038W:2	protStoichAsgnManual	Homodimer (PubMed:28346351). May form higher order oligomers (PubMed:28346351). Seems to interact with BNI4 and SKT5 which link CHS3 to septins (PubMed:9314530, PubMed:28346351).	221.67526
RXN-CHTNS_c_FWD-YNL192W	CHTNS_c	FWD	YNL192W	YNL192W:2	protStoichAsgnManual	Homodimer (PubMed:28346351). May form higher order oligomers (PubMed:28346351). Seems to interact with BNI4 and SKT5 which link CHS3 to septins (PubMed:9314530, PubMed:28346351).	261.9324
RXN-CHOLK_c_FWD-YLR133W	CHOLK_c	FWD	YLR133W	YLR133W:1	protStoichAsgnAuto		66.86901
RXN-CHLPCTD_c_FWD-YGR202C	CHLPCTD_c	FWD	YGR202C	YGR202C:1	protStoichAsgnAuto		49.81763
RXN-CHORM_c_FWD-YPR060C	CHORM_c	FWD	YPR060C	YPR060C:2	protStoichAsgnAuto		59.96378
RXN-CHORS_c_FWD-YGL148W	CHORS_c	FWD	YGL148W	YGL148W:4	protStoichAsgnAuto		164.78788
RXN-FRTT_l_FWD-SRT1NUS1	FRTT_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-GGTT_l_FWD-SRT1NUS1	GGTT_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PPTT_l_FWD-SRT1NUS1	PPTT_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT6_l_FWD-SRT1NUS1	PRENT6_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT7_l_FWD-SRT1NUS1	PRENT7_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT8_l_FWD-SRT1NUS1	PRENT8_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT9_l_FWD-SRT1NUS1	PRENT9_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT10_l_FWD-SRT1NUS1	PRENT10_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT11_l_FWD-SRT1NUS1	PRENT11_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT12_l_FWD-SRT1NUS1	PRENT12_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT13_l_FWD-SRT1NUS1	PRENT13_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT14_l_FWD-SRT1NUS1	PRENT14_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT15_l_FWD-SRT1NUS1	PRENT15_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT16_l_FWD-SRT1NUS1	PRENT16_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT16_l_REV-SRT1NUS1	PRENT16_l	REV	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT17_l_FWD-SRT1NUS1	PRENT17_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT17_l_REV-SRT1NUS1	PRENT17_l	REV	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT18_l_FWD-SRT1NUS1	PRENT18_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT19_l_FWD-SRT1NUS1	PRENT19_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT20_l_FWD-SRT1NUS1	PRENT20_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-PRENT21_l_FWD-SRT1NUS1	PRENT21_l	FWD	SRT1NUS1	YMR101C:1,YDL193W:1	protStoichAsgnManual	Forms an active dehydrodolichyl diphosphate synthase complex with NUS1.	83.45240000000001
RXN-CS_m_FWD-YPR001W	CS_m	FWD	YPR001W	YPR001W:2	protStoichAsgnManual	Monomer and homodimer (PubMed:28076776). Exists as an inactive monomer when phosphorylated (PubMed:28076776). Homodimerization is dependent on dephosphorylation of Ser-462 by PTC7 and is required for activity (PubMed:28076776).	108.5697
RXN-CS_m_FWD-YNR001C	CS_m	FWD	YNR001C	YNR001C:2	protStoichAsgnManual	Monomer and homodimer (PubMed:28076776). Exists as an inactive monomer when phosphorylated (PubMed:28076776). Homodimerization is dependent on dephosphorylation of Ser-462 by PTC7 and is required for activity (PubMed:28076776).	107.6453
RXN-CS_x_FWD-YCR005C	CS_x	FWD	YCR005C	YCR005C:2	protStoichAsgnManual	Interacts with F-box protein UCC1.	103.69366
RXN-CPPPGO_c_FWD-YDR044W	CPPPGO_c	FWD	YDR044W	YDR044W:2	protStoichAsgnAuto		76.03424
RXN-CTPS2_c_FWD-YBL039C	CTPS2_c	FWD	YBL039C	YBL039C:2	protStoichAsgnAuto		130.50726
RXN-CTPS2_c_FWD-YJR103W	CTPS2_c	FWD	YJR103W	YJR103W:2	protStoichAsgnAuto		130.09776
RXN-CBL_c_FWD-YFR055W	CBL_c	FWD	YFR055W	YFR055W:1	protStoichAsgnAuto		37.28608
RXN-CBL_c_FWD-YGL184C	CBL_c	FWD	YGL184C	YGL184C:1	protStoichAsgnAuto		52.27797
RXN-CYSTS_c_FWD-YGR155W	CYSTS_c	FWD	YGR155W	YGR155W:1	protStoichAsgnAuto		56.50733
RXN-CYSTGL_c_FWD-YAL012W	CYSTGL_c	FWD	YAL012W	YAL012W:4	protStoichAsgnAuto		171.64244
RXN-METB1_c_FWD-YJR130C	METB1_c	FWD	YJR130C	YJR130C:1	protStoichAsgnAuto		72.96077
RXN-CYSS_c_FWD-YLR303W	CYSS_c	FWD	YLR303W	YLR303W:4	protStoichAsgnAuto		196.35232
RXN-CYSTRS_c_FWD-YNL247W	CYSTRS_c	FWD	YNL247W	YNL247W:2	protStoichAsgnAuto		176.54676
RXN-CYTD_c_FWD-YLR245C	CYTD_c	FWD	YLR245C	YLR245C:2	protStoichAsgnAuto		31.31988
RXN-CYTDK2_c_FWD-YNR012W	CYTDK2_c	FWD	YNR012W	YNR012W:1	protStoichAsgnAuto		56.77966
RXN-CSND_c_FWD-YPR062W	CSND_c	FWD	YPR062W	YPR062W:2	protStoichAsgnAuto		35.28758
RXN-ARAB14LO_c_FWD-YML086C	ARAB14LO_c	FWD	YML086C	YML086C:1	protStoichAsgnAuto		59.99801
RXN-ARAB14LO_c_REV-YML086C	ARAB14LO_c	REV	YML086C	YML086C:1	protStoichAsgnAuto		59.99801
RXN-ARAB1Dx_c_FWD-YMR041C	ARAB1Dx_c	FWD	YMR041C	YMR041C:1	protStoichAsgnAuto		38.52702
RXN-ARAB1D2_c_FWD-YBR149W	ARAB1D2_c	FWD	YBR149W	YBR149W:1	protStoichAsgnManual	Heterodimer of a heavy chain and a light chain.	39.20017
RXN-FBA2_c_FWD-YKL060C	FBA2_c	FWD	YKL060C	YKL060C:2	protStoichAsgnAuto		79.89866
RXN-FBA2_c_REV-YKL060C	FBA2_c	REV	YKL060C	YKL060C:2	protStoichAsgnAuto		79.89866
RXN-SBTD_D2_c_FWD-YDL246C	SBTD_D2_c	FWD	YDL246C	YDL246C:4	protStoichAsgnAuto		153.72828
RXN-SBTD_D2_c_FWD-YJR159W	SBTD_D2_c	FWD	YJR159W	YJR159W:4	protStoichAsgnAuto		154.00872
RXN-DCMPDA_c_FWD-YHR144C	DCMPDA_c	FWD	YHR144C	YHR144C:1	protStoichAsgnAuto		35.94276
RXN-DCTPD_c_FWD-YHR144C	DCTPD_c	FWD	YHR144C	YHR144C:1	protStoichAsgnAuto		35.94276
